PERID,household_id,age,RELATE,ESR,GRADE,PNUM,PAUG,DDP,sex,WEEKS,HOURS,MSP,POVERTY,EARNS,pagecat,pemploy,pstudent,ptype,padkid
29329,29329,23,1,6,0,1,0,0,1,0,0,6,1,0,4,3,3,4,2
29331,29331,19,1,3,0,1,0,0,2,40,40,6,174,15000,4,3,3,4,2
29333,29333,55,1,6,0,1,0,0,1,0,0,6,162,0,7,3,3,4,2
29346,29346,34,1,6,0,1,0,0,1,0,0,4,1,0,5,3,3,4,2
29359,29359,41,1,6,0,1,0,0,1,52,40,6,289,25000,6,3,3,4,2
29360,29360,29,1,6,6,1,0,0,1,0,0,6,1,0,5,3,2,3,2
29371,29371,38,1,6,0,1,0,0,1,0,0,6,92,0,6,3,3,4,2
29373,29373,51,1,3,0,1,0,0,1,0,0,6,41,0,7,3,3,4,2
29376,29376,24,1,6,7,1,0,0,2,10,40,6,42,2400,4,3,2,3,2
29441,29441,24,1,6,6,1,0,0,2,0,0,6,1,0,4,3,2,3,2
29462,29462,48,1,3,0,1,0,0,1,39,27,6,314,25000,6,3,3,4,2
29472,29472,61,1,3,0,1,0,0,2,6,20,6,155,200,7,3,3,4,2
29477,29477,60,1,6,0,1,0,0,1,0,0,4,83,0,7,3,3,4,2
29501,29501,56,1,6,0,1,0,0,2,0,0,6,231,0,7,3,3,4,2
29511,29511,21,1,6,7,1,0,0,2,0,0,6,1,0,4,3,2,3,2
29528,29528,48,1,6,0,1,0,0,1,0,0,6,216,0,6,3,3,4,2
29531,29531,39,1,6,0,1,0,0,1,0,0,6,105,0,6,3,3,4,2
29534,29534,30,1,6,0,1,0,0,1,49,43,6,204,17600,5,3,3,4,2
29540,29540,27,1,3,0,1,0,0,2,52,55,6,231,20000,5,3,3,4,2
29541,29541,33,1,6,6,1,0,0,1,0,0,6,97,0,5,3,2,3,2
29551,29551,52,1,6,0,1,0,0,2,0,0,4,94,0,7,3,3,4,2
29562,29562,43,1,6,0,1,0,0,1,0,0,4,36,0,6,3,3,4,2
29563,29563,55,1,6,0,1,0,0,1,0,0,6,115,0,7,3,3,4,2
29565,29565,55,1,6,0,1,0,0,1,0,0,5,109,0,7,3,3,4,2
29581,29581,49,1,6,0,1,0,0,1,0,0,4,97,0,6,3,3,4,2
29589,29589,31,1,3,0,1,0,0,2,52,37,4,150,13000,5,3,3,4,2
29602,29602,55,1,6,0,1,0,0,1,0,0,4,50,0,7,3,3,4,2
29606,29606,51,1,6,0,1,0,0,1,0,0,4,211,0,7,3,3,4,2
29613,29613,44,1,3,0,1,0,0,1,4,40,6,67,800,6,3,3,4,2
29620,29620,47,1,6,0,1,0,0,1,21,40,6,328,28300,6,3,3,4,2
29625,29625,61,1,6,0,1,0,0,1,0,0,4,48,0,7,3,3,4,2
29642,29642,50,1,6,0,1,0,0,1,48,40,4,111,9600,7,3,3,4,2
29658,29658,48,1,3,0,1,0,0,1,39,27,6,314,25000,6,3,3,4,2
29724,29724,54,1,3,0,1,0,0,1,0,0,6,1,0,7,3,3,4,2
29790,29790,40,1,6,0,1,0,0,1,0,0,6,84,0,6,3,3,4,2
29803,29803,33,1,6,0,1,0,0,2,50,40,6,167,14400,5,3,3,4,2
29805,29805,49,1,6,0,1,0,0,2,0,0,3,73,0,6,3,3,4,2
29808,29808,44,1,3,0,1,0,0,1,0,0,6,1,0,6,3,3,4,2
29814,29814,45,1,6,0,1,0,0,1,0,0,6,96,0,6,3,3,4,2
29825,29825,61,1,6,0,1,0,0,1,0,0,2,104,0,7,3,3,4,2
29831,29831,52,1,6,0,1,0,0,1,32,40,4,182,15700,7,3,3,4,2
29852,29852,51,1,6,0,1,0,0,1,0,0,6,29,0,7,3,3,4,2
29853,29853,46,1,6,0,1,0,0,1,0,0,6,53,0,6,3,3,4,2
29897,29897,58,1,6,6,1,0,0,1,0,0,6,89,0,7,3,2,3,2
29901,29901,21,1,6,6,1,0,0,2,52,25,6,140,12000,4,3,2,3,2
29911,29911,58,1,6,0,1,0,0,1,0,0,2,179,0,7,3,3,4,2
29920,29920,55,1,6,0,1,0,0,2,0,0,2,96,0,7,3,3,4,2
29929,29929,31,1,6,0,1,0,0,1,37,40,6,289,25000,5,3,3,4,2
29934,29934,48,1,6,0,1,0,0,1,0,0,6,216,0,6,3,3,4,2
29939,29939,52,1,6,0,1,0,0,2,0,0,4,94,0,7,3,3,4,2
29949,29949,58,1,6,0,1,0,0,1,0,0,2,179,0,7,3,3,4,2
29959,29959,52,1,6,0,1,0,0,1,0,0,6,104,0,7,3,3,4,2
29968,29968,63,1,6,0,1,0,0,1,0,0,6,106,0,7,3,3,4,2
29994,29994,40,1,6,0,1,0,0,1,0,0,6,84,0,6,3,3,4,2
30017,30017,35,1,6,0,1,0,0,1,50,55,6,210,18200,6,3,3,4,2
30051,30051,40,1,6,0,1,0,0,2,52,40,6,320,27700,6,3,3,4,2
30058,30058,46,1,6,0,1,0,0,1,28,40,6,197,17000,6,3,3,4,2
30060,30060,46,1,6,0,1,0,0,1,0,0,4,1,0,6,3,3,4,2
30069,30069,64,1,6,7,1,0,0,1,0,0,4,1,0,7,3,2,3,2
30071,30071,40,1,6,0,1,0,0,2,51,40,6,171,14700,6,3,3,4,2
30072,30072,32,1,6,0,1,0,0,1,26,40,6,95,6000,5,3,3,4,2
72220,72220,35,1,1,0,1,0,0,2,40,30,6,139,6000,6,2,3,2,2
72229,72229,62,1,1,0,1,0,0,1,35,40,2,153,13200,7,1,3,1,2
72235,72235,35,1,1,0,1,0,0,2,40,30,6,139,6000,6,2,3,2,2
107594,107594,55,1,1,0,1,0,0,1,48,16,6,144,5600,7,2,3,2,2
107597,107597,43,1,1,0,1,0,0,1,0,0,6,51,0,6,1,3,1,2
107616,107616,43,1,1,0,1,0,0,1,52,40,6,288,24900,6,1,3,1,2
107628,107628,42,1,1,0,1,0,0,1,52,32,6,210,18100,6,2,3,2,2
107631,107631,26,1,1,7,1,0,0,2,7,45,6,64,5500,5,2,2,3,2
107640,107640,40,1,2,0,1,0,0,1,45,60,4,289,25000,6,1,3,1,2
107642,107642,44,1,1,0,1,0,0,2,36,40,4,335,27000,6,1,3,1,2
107647,107647,37,1,1,0,1,0,0,1,52,40,6,335,29000,6,1,3,1,2
107659,107659,27,1,1,0,1,0,0,1,48,38,6,133,11500,5,1,3,1,2
107669,107669,52,1,1,0,1,0,0,1,52,40,6,163,14100,7,1,3,1,2
107671,107671,33,1,1,0,1,0,0,2,0,0,4,1,0,5,1,3,1,2
107711,107711,56,1,1,0,1,0,0,2,0,0,4,3,0,7,1,3,1,2
107716,107716,35,1,1,0,1,0,0,1,52,30,6,254,22000,6,2,3,2,2
107721,107721,48,1,1,0,1,0,0,1,25,50,6,174,15000,6,2,3,2,2
107733,107733,28,1,1,0,1,0,0,2,52,40,6,164,14200,5,1,3,1,2
107735,107735,30,1,1,6,1,0,0,1,50,35,6,306,26500,5,1,2,1,2
107742,107742,22,1,1,0,1,0,0,1,2,40,6,3,250,4,2,3,2,2
107747,107747,52,1,1,0,1,0,0,1,52,40,6,163,14100,7,1,3,1,2
107751,107751,30,1,1,0,1,0,0,2,29,40,6,206,16500,5,2,3,2,2
107760,107760,42,1,1,0,1,0,0,1,49,40,6,287,24900,6,1,3,1,2
107784,107784,29,1,1,0,1,0,0,1,52,40,6,216,18600,5,1,3,1,2
107789,107789,26,1,1,0,1,0,0,1,0,0,6,1,0,5,1,3,1,2
107796,107796,36,1,1,0,1,0,0,1,52,40,6,335,29000,6,1,3,1,2
107803,107803,55,1,1,0,1,0,0,1,48,16,6,144,5600,7,2,3,2,2
107806,107806,55,1,1,0,1,0,0,1,50,20,6,81,7000,7,2,3,2,2
107819,107819,53,1,1,0,1,0,0,1,52,25,6,94,4000,7,2,3,2,2
107846,107846,30,1,1,0,1,0,0,1,26,42,6,324,28000,5,2,3,2,2
107848,107848,28,1,1,6,1,0,0,1,40,36,6,174,15000,5,1,2,1,2
107857,107857,31,1,1,0,1,0,0,1,21,45,6,204,17700,5,2,3,2,2
107862,107862,45,1,1,0,1,0,0,2,46,30,4,335,28000,6,2,3,2,2
107882,107882,35,1,1,0,1,0,0,1,15,50,6,139,12000,6,2,3,2,2
107894,107894,24,1,1,0,1,0,0,2,52,40,6,139,12000,4,1,3,1,2
107902,107902,35,1,1,0,1,0,0,1,52,30,6,108,9400,6,2,3,2,2
107945,107945,30,1,1,6,1,0,0,1,50,35,6,306,26500,5,1,2,1,2
107962,107962,22,1,1,0,1,0,0,2,52,40,6,200,17300,4,1,3,1,2
107971,107971,45,1,1,0,1,0,0,1,52,55,6,231,20000,6,1,3,1,2
107988,107988,62,1,1,0,1,0,0,2,30,30,6,152,13100,7,2,3,2,2
108038,108038,61,1,1,0,1,0,0,1,40,18,6,234,5400,7,2,3,2,2
108041,108041,45,1,1,0,1,0,0,2,46,30,4,335,28000,6,2,3,2,2
108048,108048,53,1,1,0,1,0,0,1,52,25,6,94,4000,7,2,3,2,2
108054,108054,30,1,1,0,1,0,0,1,20,40,6,59,5000,5,2,3,2,2
108059,108059,42,1,1,0,1,0,0,1,49,40,6,287,24900,6,1,3,1,2
108082,108082,33,1,1,0,1,0,0,1,50,20,6,116,10000,5,2,3,2,2
108092,108092,31,1,1,0,1,0,0,2,49,55,4,94,8000,5,1,3,1,2
108105,108105,21,1,1,0,1,0,0,2,25,40,6,208,18000,4,2,3,2,2
108128,108128,64,1,1,0,1,0,0,1,52,28,6,101,8700,7,2,3,2,2
108129,108129,21,1,1,0,1,0,0,2,52,40,6,174,15000,4,1,3,1,2
108149,108149,37,1,1,0,1,0,0,1,0,0,6,1,0,6,1,3,1,2
108150,108150,61,1,1,0,1,0,0,1,50,40,4,208,18000,7,1,3,1,2
108169,108169,46,1,1,7,1,0,0,2,52,10,6,226,11000,6,2,2,3,2
108200,108200,40,1,1,0,1,0,0,1,51,44,6,312,27000,6,1,3,1,2
108201,108201,29,1,1,6,1,0,0,2,48,35,6,254,22000,5,1,2,1,2
108210,108210,51,1,1,0,1,0,0,2,45,50,4,220,19000,7,1,3,1,2
108211,108211,46,1,1,0,1,0,0,1,25,40,2,87,7500,6,2,3,2,2
108228,108228,25,1,1,0,1,0,0,1,46,20,6,289,25000,5,2,3,2,2
108237,108237,44,1,1,0,1,0,0,1,52,40,6,228,19700,6,1,3,1,2
108244,108244,42,1,1,5,1,0,0,1,12,20,6,133,2000,6,2,1,3,2
108276,108276,36,1,1,6,1,0,0,2,50,40,6,222,16900,6,1,2,1,2
108279,108279,23,1,1,7,1,0,0,2,47,37,6,229,19300,4,1,2,1,2
108283,108283,29,1,1,0,1,0,0,1,52,70,6,156,13400,5,1,3,1,2
108293,108293,56,1,1,0,1,0,0,2,0,0,4,3,0,7,1,3,1,2
108300,108300,30,1,1,0,1,0,0,2,45,40,6,266,23000,5,1,3,1,2
108304,108304,42,1,1,0,1,0,0,1,49,40,6,287,24900,6,1,3,1,2
108319,108319,22,1,1,6,1,0,0,2,52,40,6,335,29000,4,1,2,1,2
108338,108338,48,1,1,0,1,0,0,2,26,35,3,208,18000,6,2,3,2,2
108344,108344,55,1,1,0,1,0,0,2,48,40,2,140,12100,7,1,3,1,2
108357,108357,55,1,1,0,1,0,0,1,48,16,6,144,5600,7,2,3,2,2
108360,108360,55,1,1,0,1,0,0,1,50,20,6,81,7000,7,2,3,2,2
108369,108369,30,1,1,0,1,0,0,1,20,40,6,59,5000,5,2,3,2,2
108371,108371,32,1,1,0,1,0,0,2,51,50,4,147,12700,5,1,3,1,2
108389,108389,55,1,1,0,1,0,0,2,52,40,2,154,13200,7,1,3,1,2
108415,108415,30,1,1,0,1,0,0,2,29,40,6,206,16500,5,2,3,2,2
108418,108418,26,1,1,0,1,0,0,1,52,35,6,231,20000,5,1,3,1,2
108451,108451,31,1,1,0,1,0,0,1,21,45,6,204,17700,5,2,3,2,2
108452,108452,28,1,1,6,1,0,0,1,40,36,6,174,15000,5,1,2,1,2
108507,108507,35,1,1,0,1,0,0,1,52,20,6,117,10100,6,2,3,2,2
108527,108527,35,1,1,6,1,0,0,2,20,18,6,32,2800,6,2,2,3,2
108544,108544,60,1,1,0,1,0,0,1,52,40,6,299,24400,7,1,3,1,2
108556,108556,35,1,1,0,1,0,0,1,52,30,6,108,9400,6,2,3,2,2
108562,108562,62,1,1,0,1,0,0,2,30,30,6,152,13100,7,2,3,2,2
108570,108570,55,1,1,0,1,0,0,1,50,20,6,81,7000,7,2,3,2,2
108594,108594,21,1,1,0,1,0,0,2,52,40,6,174,15000,4,1,3,1,2
108597,108597,47,1,1,0,1,0,0,1,52,40,4,180,15600,6,1,3,1,2
108609,108609,40,1,1,0,1,0,0,1,46,40,6,255,22100,6,1,3,1,2
108611,108611,37,1,1,0,1,0,0,1,50,40,6,197,17000,6,1,3,1,2
108613,108613,32,1,1,0,1,0,0,2,14,40,6,135,6000,5,2,3,2,2
108614,108614,39,1,1,0,1,0,0,1,52,23,4,208,18000,6,2,3,2,2
108637,108637,33,1,1,0,1,0,0,1,50,20,6,116,10000,5,2,3,2,2
108641,108641,53,1,1,0,1,0,0,1,52,48,4,266,23000,7,1,3,1,2
108660,108660,43,1,1,0,1,0,0,1,0,0,4,1,0,6,1,3,1,2
108690,108690,41,1,1,0,1,0,0,1,45,40,4,161,13400,6,1,3,1,2
108697,108697,26,1,1,0,1,0,0,1,50,40,6,174,15000,5,1,3,1,2
108706,108706,55,1,1,0,1,0,0,2,52,40,2,231,20000,7,1,3,1,2
108714,108714,41,1,1,0,1,0,0,2,42,20,6,117,10100,6,2,3,2,2
108721,108721,19,1,1,0,1,0,0,2,52,40,6,323,27900,4,1,3,1,2
108726,108726,25,1,1,0,1,0,0,2,0,0,6,1,0,5,1,3,1,2
108728,108728,26,1,1,7,1,0,0,2,7,45,6,64,5500,5,2,2,3,2
108737,108737,25,1,1,7,1,0,0,1,50,32,6,224,19400,5,2,2,3,2
108755,108755,30,1,1,0,1,0,0,2,45,40,6,266,23000,5,1,3,1,2
108761,108761,25,1,2,0,1,0,0,1,52,50,6,231,20000,5,1,3,1,2
108781,108781,53,1,1,0,1,0,0,1,12,40,6,264,22100,7,2,3,2,2
108782,108782,27,1,1,0,1,0,0,2,52,8,6,185,15000,5,2,3,2,2
108795,108795,38,1,1,0,1,0,0,1,32,30,6,117,10100,6,2,3,2,2
108798,108798,48,1,1,0,1,0,0,1,25,50,6,174,15000,6,2,3,2,2
108806,108806,62,1,1,0,1,0,0,1,52,40,4,176,12200,7,1,3,1,2
108814,108814,58,1,1,0,1,0,0,1,48,6,4,12,1000,7,2,3,2,2
108817,108817,53,1,1,0,1,0,0,1,52,40,4,231,20000,7,1,3,1,2
108818,108818,37,1,1,0,1,0,0,2,52,40,6,289,25000,6,1,3,1,2
108829,108829,37,1,1,0,1,0,0,1,40,15,6,127,11000,6,2,3,2,2
108844,108844,24,1,1,0,1,0,0,1,44,40,6,81,7000,4,1,3,1,2
108845,108845,51,1,1,0,1,0,0,2,45,50,4,220,19000,7,1,3,1,2
108855,108855,26,1,1,0,1,0,0,1,0,0,6,111,0,5,1,3,1,2
108857,108857,45,1,1,0,1,0,0,2,50,10,5,257,22000,6,2,3,2,2
108858,108858,39,1,1,0,1,0,0,2,48,39,6,231,20000,6,1,3,1,2
108863,108863,39,1,1,0,1,0,0,2,52,40,2,90,7800,6,1,3,1,2
108884,108884,42,1,1,0,1,0,0,1,52,40,6,111,9600,6,1,3,1,2
108917,108917,62,1,1,0,1,0,0,2,30,30,6,152,13100,7,2,3,2,2
108925,108925,46,1,1,0,1,0,0,1,25,15,4,116,10000,6,2,3,2,2
108927,108927,63,1,1,0,1,0,0,1,0,0,4,150,0,7,1,3,1,2
108928,108928,60,1,1,0,1,0,0,1,40,40,6,208,18000,7,1,3,1,2
108932,108932,27,1,1,0,1,0,0,2,0,0,6,139,0,5,1,3,1,2
108950,108950,55,1,1,0,1,0,0,1,52,40,6,296,18700,7,1,3,1,2
108971,108971,31,1,1,0,1,0,0,1,52,40,6,324,28000,5,1,3,1,2
108981,108981,53,1,1,0,1,0,0,1,12,40,6,264,22100,7,2,3,2,2
108985,108985,40,1,1,0,1,0,0,1,51,44,6,312,27000,6,1,3,1,2
108989,108989,39,1,1,0,1,0,0,1,52,23,4,208,18000,6,2,3,2,2
109027,109027,53,1,1,0,1,0,0,1,52,40,4,231,20000,7,1,3,1,2
109043,109043,29,1,1,0,1,0,0,2,1,40,6,3,230,5,2,3,2,2
109081,109081,35,1,1,0,1,0,0,1,52,30,6,108,9400,6,2,3,2,2
109105,109105,43,1,1,0,1,0,0,1,0,0,4,1,0,6,1,3,1,2
109111,109111,48,1,1,0,1,0,0,1,47,40,4,62,5300,6,1,3,1,2
109127,109127,62,1,1,0,1,0,0,2,30,30,6,152,13100,7,2,3,2,2
109134,109134,41,1,1,0,1,0,0,2,42,20,6,117,10100,6,2,3,2,2
109137,109137,63,1,1,0,1,0,0,1,0,0,4,150,0,7,1,3,1,2
109171,109171,31,1,1,0,1,0,0,1,52,40,6,324,28000,5,1,3,1,2
109189,109189,50,1,1,0,1,0,0,1,52,45,4,174,15000,7,1,3,1,2
109218,109218,48,1,1,0,1,0,0,1,25,50,6,174,15000,6,2,3,2,2
109231,109231,22,1,1,0,1,0,0,1,2,40,6,3,250,4,2,3,2,2
109237,109237,53,1,1,0,1,0,0,1,52,40,4,231,20000,7,1,3,1,2
109260,109260,30,1,1,0,1,0,0,2,29,40,6,206,16500,5,2,3,2,2
109266,109266,46,1,1,0,1,0,0,1,25,40,2,87,7500,6,2,3,2,2
109272,109272,34,1,1,0,1,0,0,1,52,40,6,324,28000,5,1,3,1,2
109279,109279,51,1,1,0,1,0,0,1,52,30,5,208,18000,7,2,3,2,2
109295,109295,33,1,1,0,1,0,0,1,25,40,6,70,6000,5,2,3,2,2
109300,109300,34,1,1,0,1,0,0,1,52,40,4,185,16000,5,1,3,1,2
109310,109310,61,1,1,0,1,0,0,1,50,40,4,208,18000,7,1,3,1,2
109312,109312,44,1,1,0,1,0,0,1,52,40,6,228,19700,6,1,3,1,2
109335,109335,40,1,1,0,1,0,0,1,45,40,6,243,24000,6,1,3,1,2
109336,109336,55,1,1,0,1,0,0,2,52,40,2,231,20000,7,1,3,1,2
109341,109341,35,1,1,0,1,0,0,1,15,50,6,139,12000,6,2,3,2,2
109348,109348,60,1,1,0,1,0,0,1,40,40,6,208,18000,7,1,3,1,2
109350,109350,44,1,1,0,1,0,0,1,49,30,4,289,25000,6,2,3,2,2
109374,109374,43,1,1,0,1,0,0,1,0,0,6,51,0,6,1,3,1,2
109386,109386,37,1,1,0,1,0,0,1,52,40,6,289,25000,6,1,3,1,2
109393,109393,39,1,1,6,1,0,0,1,40,32,2,130,11200,6,2,2,3,2
109401,109401,22,1,1,0,1,0,0,2,52,40,6,200,17300,4,1,3,1,2
109403,109403,40,1,1,0,1,0,0,1,52,40,6,224,19400,6,1,3,1,2
109409,109409,39,1,1,0,1,0,0,1,52,23,4,208,18000,6,2,3,2,2
109427,109427,59,1,1,0,1,0,0,1,52,40,4,185,16000,7,1,3,1,2
109432,109432,36,1,1,0,1,0,0,1,40,40,6,232,20000,6,1,3,1,2
109446,109446,34,1,1,0,1,0,0,1,52,20,6,84,7200,5,2,3,2,2
109451,109451,45,1,1,0,1,0,0,2,46,30,4,335,28000,6,2,3,2,2
109464,109464,37,1,1,0,1,0,0,1,52,40,6,335,29000,6,1,3,1,2
109465,109465,55,1,1,0,1,0,0,1,50,20,6,81,7000,7,2,3,2,2
109474,109474,24,1,1,0,1,0,0,1,44,40,6,81,7000,4,1,3,1,2
109481,109481,35,1,1,0,1,0,0,1,52,30,6,108,9400,6,2,3,2,2
109491,109491,56,1,1,0,1,0,0,1,52,40,6,162,14000,7,1,3,1,2
109494,109494,30,1,1,0,1,0,0,1,20,40,6,59,5000,5,2,3,2,2
109497,109497,50,1,1,0,1,0,0,1,52,40,6,277,24000,7,1,3,1,2
109506,109506,52,1,1,0,1,0,0,1,52,40,6,163,14100,7,1,3,1,2
109513,109513,35,1,1,0,1,0,0,1,52,30,6,254,22000,6,2,3,2,2
109521,109521,19,1,1,0,1,0,0,2,52,40,6,323,27900,4,1,3,1,2
109524,109524,26,1,1,0,1,0,0,2,52,25,6,289,25000,5,2,3,2,2
109529,109529,37,1,1,0,1,0,0,1,0,0,6,1,0,6,1,3,1,2
109530,109530,41,1,1,0,1,0,0,1,45,40,4,161,13400,6,1,3,1,2
109539,109539,21,1,1,0,1,0,0,2,52,40,6,174,15000,4,1,3,1,2
109573,109573,50,1,1,0,1,0,0,1,26,40,6,116,10000,7,2,3,2,2
109580,109580,55,1,1,0,1,0,0,1,52,40,6,296,18700,7,1,3,1,2
109590,109590,25,1,1,6,1,0,0,1,40,24,6,47,4000,5,2,2,3,2
109591,109591,40,1,1,0,1,0,0,2,34,38,6,267,23100,6,1,3,1,2
109594,109594,29,1,1,0,1,0,0,2,44,40,6,263,22700,5,1,3,1,2
109595,109595,30,1,1,0,1,0,0,2,45,40,6,266,23000,5,1,3,1,2
109597,109597,55,1,1,0,1,0,0,2,16,40,4,90,2800,7,2,3,2,2
109598,109598,28,1,1,0,1,0,0,1,8,20,6,33,2800,5,2,3,2,2
109604,109604,40,1,1,0,1,0,0,1,46,40,6,255,22100,6,1,3,1,2
109619,109619,39,1,1,0,1,0,0,1,52,23,4,208,18000,6,2,3,2,2
109645,109645,36,1,1,0,1,0,0,1,52,40,6,335,29000,6,1,3,1,2
109660,109660,38,1,1,0,1,0,0,1,52,48,6,266,23000,6,1,3,1,2
109665,109665,42,1,1,0,1,0,0,1,52,30,6,87,7500,6,2,3,2,2
109670,109670,26,1,1,0,1,0,0,1,48,37,6,266,23000,5,1,3,1,2
109676,109676,27,1,1,0,1,0,0,1,52,44,2,139,12000,5,1,3,1,2
109682,109682,36,1,1,0,1,0,0,2,30,30,6,185,8000,6,2,3,2,2
109683,109683,26,1,1,0,1,0,0,1,52,35,6,231,20000,5,1,3,1,2
109698,109698,39,1,1,0,1,0,0,2,48,39,6,231,20000,6,1,3,1,2
109699,109699,51,1,1,0,1,0,0,1,52,30,5,208,18000,7,2,3,2,2
109709,109709,61,1,1,0,1,0,0,2,45,30,4,80,600,7,2,3,2,2
109731,109731,27,1,1,0,1,0,0,2,50,35,6,231,20000,5,1,3,1,2
109766,109766,35,1,1,0,1,0,0,1,7,40,6,100,8680,6,2,3,2,2
109771,109771,31,1,1,0,1,0,0,1,52,40,6,324,28000,5,1,3,1,2
109789,109789,58,1,1,0,1,0,0,2,52,40,5,116,10000,7,1,3,1,2
109793,109793,48,1,1,0,1,0,0,2,26,35,3,208,18000,6,2,3,2,2
109797,109797,59,1,1,7,1,0,0,2,0,0,4,1,0,7,1,2,1,2
109805,109805,33,1,1,0,1,0,0,1,52,40,4,116,10000,5,1,3,1,2
109810,109810,22,1,1,0,1,0,0,1,2,40,6,3,250,4,2,3,2,2
109828,109828,36,1,1,0,1,0,0,1,50,40,6,231,20000,6,1,3,1,2
109853,109853,46,1,1,0,1,0,0,2,52,10,4,86,3000,6,2,3,2,2
109892,109892,35,1,1,0,1,0,0,1,52,30,6,254,22000,6,2,3,2,2
109893,109893,42,1,1,0,1,0,0,1,52,40,6,111,9600,6,1,3,1,2
109909,109909,55,1,1,0,1,0,0,1,52,40,6,296,18700,7,1,3,1,2
109916,109916,25,1,1,7,1,0,0,1,50,32,6,224,19400,5,2,2,3,2
109921,109921,35,1,1,0,1,0,0,1,52,20,6,117,10100,6,2,3,2,2
109931,109931,51,1,1,6,1,0,0,1,0,0,6,70,0,7,1,2,1,2
109935,109935,34,1,1,0,1,0,0,1,52,20,6,84,7200,5,2,3,2,2
109936,109936,53,1,1,0,1,0,0,1,52,40,4,231,20000,7,1,3,1,2
109956,109956,60,1,1,0,1,0,0,1,52,40,6,223,19300,7,1,3,1,2
109959,109959,58,1,1,0,1,0,0,1,52,4,6,5,370,7,2,3,2,2
109972,109972,39,1,1,6,1,0,0,1,40,32,2,130,11200,6,2,2,3,2
109973,109973,40,1,1,0,1,0,0,1,46,40,6,255,22100,6,1,3,1,2
109976,109976,26,1,1,0,1,0,0,1,52,48,6,289,25000,5,1,3,1,2
109982,109982,29,1,1,0,1,0,0,2,1,40,6,3,230,5,2,3,2,2
109986,109986,40,1,2,0,1,0,0,1,45,60,4,289,25000,6,1,3,1,2
109991,109991,44,1,1,0,1,0,0,1,52,40,6,228,19700,6,1,3,1,2
110012,110012,52,1,1,0,1,0,0,2,32,28,3,61,5300,7,2,3,2,2
110022,110022,44,1,1,6,1,0,0,2,50,35,6,231,20000,6,1,2,1,2
110028,110028,42,1,1,5,1,0,0,1,12,20,6,133,2000,6,2,1,3,2
110036,110036,51,1,1,0,1,0,0,1,10,20,6,213,18300,7,2,3,2,2
110040,110040,31,1,1,0,1,0,0,1,52,40,6,324,28000,5,1,3,1,2
110060,110060,56,1,1,0,1,0,0,1,52,40,6,162,14000,7,1,3,1,2
110066,110066,34,1,1,0,1,0,0,2,52,65,6,205,17800,5,1,3,1,2
110073,110073,28,1,1,0,1,0,0,1,48,40,2,335,29000,5,1,3,1,2
110074,110074,36,1,1,0,1,0,0,1,52,40,6,335,29000,6,1,3,1,2
110079,110079,37,1,2,0,1,0,0,1,0,0,6,11,0,6,1,3,1,2
110122,110122,50,1,1,0,1,0,0,1,26,40,6,116,10000,7,2,3,2,2
110129,110129,50,1,1,6,1,0,0,1,52,40,2,266,23000,7,1,2,1,2
110141,110141,51,1,1,6,1,0,0,1,0,0,6,70,0,7,1,2,1,2
110154,110154,38,1,1,0,1,0,0,1,32,30,6,117,10100,6,2,3,2,2
110168,110168,58,1,1,0,1,0,0,2,52,40,6,249,21500,7,1,3,1,2
110189,110189,48,1,1,0,1,0,0,1,52,60,6,127,11000,6,1,3,1,2
110191,110191,44,1,1,0,1,0,0,1,52,40,6,228,19700,6,1,3,1,2
110193,110193,26,1,1,0,1,0,0,2,52,25,6,289,25000,5,2,3,2,2
110212,110212,48,1,1,0,1,0,0,2,26,35,3,208,18000,6,2,3,2,2
110226,110226,55,1,1,0,1,0,0,2,16,40,4,90,2800,7,2,3,2,2
110229,110229,25,1,1,6,1,0,0,1,40,24,6,47,4000,5,2,2,3,2
110244,110244,36,1,1,0,1,0,0,1,52,40,6,335,29000,6,1,3,1,2
110258,110258,23,1,1,0,1,0,0,1,52,60,6,208,18000,4,1,3,1,2
110266,110266,59,1,1,7,1,0,0,2,0,0,4,1,0,7,1,2,1,2
110279,110279,26,1,1,0,1,0,0,1,0,0,6,111,0,5,1,3,1,2
110281,110281,45,1,1,0,1,0,0,2,50,10,5,257,22000,6,2,3,2,2
110285,110285,35,1,1,0,1,0,0,1,15,50,6,139,12000,6,2,3,2,2
110295,110295,21,1,1,0,1,0,0,2,24,40,6,104,9000,4,2,3,2,2
110301,110301,40,1,2,0,1,0,0,1,45,60,4,289,25000,6,1,3,1,2
110302,110302,37,1,1,0,1,0,0,2,49,40,6,286,24700,6,1,3,1,2
110318,110318,41,1,1,0,1,0,0,2,42,20,6,117,10100,6,2,3,2,2
110338,110338,51,1,1,0,1,0,0,2,45,50,4,220,19000,7,1,3,1,2
110342,110342,36,1,1,0,1,0,0,1,50,40,6,231,20000,6,1,3,1,2
110350,110350,36,1,1,0,1,0,0,1,50,40,6,231,20000,6,1,3,1,2
110358,110358,47,1,1,0,1,0,0,1,52,66,6,304,26300,6,1,3,1,2
110396,110396,21,1,1,0,1,0,0,2,25,40,6,208,18000,4,2,3,2,2
110401,110401,40,1,1,0,1,0,0,2,48,40,6,185,16000,6,1,3,1,2
110402,110402,21,1,1,0,1,0,0,2,24,40,6,104,9000,4,2,3,2,2
110403,110403,34,1,1,0,1,0,0,1,52,40,6,324,28000,5,1,3,1,2
